ticket_id,created_at,resolved_at,category,system_name,priority,status,resolution_notes,root_cause,resolution_time_hrs,sla_breached,created_day,created_hour
3137,2025-04-14 03:11:23,2025-04-15 00:11:23,Login Failure,Control-M,Low,Closed,Member garden discuss executive act carry pull look.,Network Glitch,21.0,True,Monday,3
3138,2025-04-22 01:20:26,2025-04-23 01:20:26,Report Error,FDW_App1,Medium,Closed,Note account use cover population yard.,Unknown,24.0,True,Tuesday,1
3139,2025-05-20 06:59:59,2025-05-22 02:59:59,Server Down,CyberArk,Low,Closed,As democratic leg significant specific star energy.,Unknown,44.0,True,Tuesday,6
3140,2025-05-17 03:10:24,2025-05-17 21:10:24,Batch Job,FDW_App2,Low,Closed,Read last painting general.,User Error,18.0,True,Saturday,3
3141,2025-04-29 21:37:37,2025-04-30 05:37:37,Access Issue,Report_Portal,Critical,Closed,Mr where nearly goal nothing issue.,Unknown,8.0,False,Tuesday,21
3142,2025-04-10 20:23:12,2025-04-13 01:23:12,Report Error,Report_Portal,Medium,Closed,Popular really share drop.,Unknown,53.0,True,Thursday,20
3143,2025-05-31 01:14:36,2025-06-01 17:14:36,Report Error,Control-M,Critical,Closed,Discover around agree weight administration fall.,User Error,40.0,True,Saturday,1
3144,2025-05-17 02:48:44,2025-05-18 03:48:44,Server Down,CyberArk,Medium,Closed,Move he fear itself short middle.,User Error,25.0,True,Saturday,2
3145,2025-05-08 21:26:01,2025-05-10 00:26:01,Access Issue,Report_Portal,Low,Closed,Light scene issue country attention.,Database Timeout,27.0,True,Thursday,21
3146,2025-04-16 22:34:37,2025-04-18 20:34:37,Login Failure,Control-M,Critical,Closed,Put the industry a young dog action.,User Error,46.0,True,Wednesday,22
3147,2025-05-26 04:26:32,2025-05-29 03:26:32,Batch Job,Control-M,High,Closed,Cell charge never play effort feel.,User Error,71.0,True,Monday,4
3148,2025-04-09 19:53:42,2025-04-10 18:53:42,Report Error,FDW_App1,Low,Closed,Decision common see state maintain product another.,Permission Missing,23.0,True,Wednesday,19
3149,2025-04-25 16:09:02,2025-04-28 10:09:02,Server Down,FDW_App2,High,Closed,Decade hold about majority.,User Error,66.0,True,Friday,16
3150,2025-05-27 07:02:05,2025-05-29 18:02:05,Login Failure,Report_Portal,High,Closed,Ground huge in group against business.,User Error,59.0,True,Tuesday,7
3151,2025-04-27 18:46:45,2025-04-30 15:46:45,Report Error,CyberArk,Critical,Closed,Minute and business idea argue up.,Configuration Error,69.0,True,Sunday,18
3152,2025-05-20 19:46:58,2025-05-21 18:46:58,Access Issue,FDW_App2,Low,Closed,Might value add current ball upon describe.,Unknown,23.0,True,Tuesday,19
3153,2025-06-04 17:47:49,2025-06-07 17:47:49,Login Failure,Report_Portal,Medium,Closed,Actually way data house perform.,Configuration Error,72.0,True,Wednesday,17
3154,2025-05-12 09:51:44,2025-05-14 22:51:44,Report Error,FDW_App1,High,Closed,Politics focus for I.,Network Glitch,61.0,True,Monday,9
3155,2025-05-22 14:47:54,2025-05-22 17:47:54,Report Error,CyberArk,Low,Closed,Wide American participant these product deal study.,Network Glitch,3.0,False,Thursday,14
3156,2025-04-29 00:01:11,2025-05-01 04:01:11,Server Down,CyberArk,Medium,Closed,Scene director structure occur admit.,Unknown,52.0,True,Tuesday,0
3157,2025-05-27 19:33:53,2025-05-30 09:33:53,Server Down,CyberArk,Critical,Closed,Building baby leader three.,Permission Missing,62.0,True,Tuesday,19
3158,2025-05-02 20:23:44,2025-05-05 14:23:44,Batch Job,FDW_App1,Low,Closed,Sister few expect choose ask course.,Permission Missing,66.0,True,Friday,20
3159,2025-04-23 20:04:40,2025-04-24 12:04:40,Access Issue,Report_Portal,Low,Closed,Detail deep technology consumer also.,Permission Missing,16.0,True,Wednesday,20
3160,2025-05-13 05:54:40,2025-05-13 10:54:40,Report Error,Control-M,Low,Closed,Traditional education company face.,Configuration Error,5.0,False,Tuesday,5
3161,2025-04-10 12:47:35,2025-04-12 19:47:35,Login Failure,Report_Portal,Medium,Closed,Close without month company film organization.,Unknown,55.0,True,Thursday,12
3162,2025-04-24 10:21:12,2025-04-25 18:21:12,Server Down,FDW_App1,Low,Closed,Last allow life into officer speech item.,Permission Missing,32.0,True,Thursday,10
3163,2025-04-09 20:37:17,2025-04-12 00:37:17,Login Failure,FDW_App1,High,Closed,Simply boy full accept call not.,Network Glitch,52.0,True,Wednesday,20
3164,2025-05-14 19:34:27,2025-05-16 08:34:27,Report Error,FDW_App1,Critical,Closed,Nothing attorney guess world under speak thing next.,User Error,37.0,True,Wednesday,19
3165,2025-04-10 18:43:23,2025-04-12 11:43:23,Access Issue,FDW_App1,Low,Closed,Author loss consider dream.,Database Timeout,41.0,True,Thursday,18
3166,2025-05-17 03:15:05,2025-05-19 23:15:05,Access Issue,Report_Portal,Low,Closed,Push speak figure behind face decade fight style.,Permission Missing,68.0,True,Saturday,3
3167,2025-05-21 00:43:03,2025-05-22 15:43:03,Login Failure,CyberArk,Critical,Closed,Analysis rather easy sing condition level professional his.,Network Glitch,39.0,True,Wednesday,0
3168,2025-05-21 07:16:48,2025-05-21 23:16:48,Server Down,CyberArk,Medium,Closed,Animal who place people.,User Error,16.0,True,Wednesday,7
3169,2025-04-22 23:33:51,2025-04-25 13:33:51,Server Down,FDW_App1,Low,Closed,Character meeting smile different officer just character.,User Error,62.0,True,Tuesday,23
3170,2025-05-16 19:32:23,2025-05-18 02:32:23,Report Error,CyberArk,Critical,Closed,Interesting election because.,User Error,31.0,True,Friday,19
3171,2025-06-04 08:47:11,2025-06-04 15:47:11,Report Error,Report_Portal,Low,Closed,Center including how.,Permission Missing,7.0,False,Wednesday,8
3172,2025-05-18 12:42:33,2025-05-21 12:42:33,Access Issue,CyberArk,High,Closed,Reduce cost idea one job step.,Network Glitch,72.0,True,Sunday,12
3173,2025-05-16 11:49:20,2025-05-18 15:49:20,Report Error,FDW_App2,Low,Closed,Drive mouth wish spend agree western education.,Database Timeout,52.0,True,Friday,11
3174,2025-04-22 20:49:56,2025-04-24 06:49:56,Report Error,FDW_App2,High,Closed,Cup cut tend certainly draw.,Permission Missing,34.0,True,Tuesday,20
3175,2025-05-05 10:34:09,2025-05-06 09:34:09,Batch Job,FDW_App2,Medium,Closed,Participant vote still exactly this popular.,User Error,23.0,True,Monday,10
3176,2025-04-17 11:21:00,2025-04-18 08:21:00,Server Down,CyberArk,Medium,Closed,Identify scene area big since prevent traditional lot.,Permission Missing,21.0,True,Thursday,11
3177,2025-05-16 07:08:44,2025-05-16 13:08:44,Report Error,CyberArk,Medium,Closed,Coach art career body gun college.,Unknown,6.0,False,Friday,7
3178,2025-06-06 05:36:29,2025-06-08 01:36:29,Login Failure,FDW_App1,Medium,Closed,Thought break determine.,Database Timeout,44.0,True,Friday,5
3179,2025-05-15 14:10:31,2025-05-18 14:10:31,Access Issue,Control-M,Critical,Closed,Task argue early key.,Network Glitch,72.0,True,Thursday,14
3180,2025-05-28 14:42:48,2025-05-30 14:42:48,Server Down,CyberArk,High,Closed,True according policy popular reality loss far.,User Error,48.0,True,Wednesday,14
3181,2025-04-23 17:54:02,2025-04-25 20:54:02,Login Failure,CyberArk,Medium,Closed,Attack remember political serve.,Database Timeout,51.0,True,Wednesday,17
3182,2025-06-02 12:20:05,2025-06-04 05:20:05,Batch Job,FDW_App2,Medium,Closed,Manager paper help create church.,Configuration Error,41.0,True,Monday,12
3183,2025-04-11 00:14:17,2025-04-13 04:14:17,Report Error,FDW_App2,Low,Closed,Add end dog commercial science.,Unknown,52.0,True,Friday,0
3184,2025-04-12 13:11:29,2025-04-14 19:11:29,Batch Job,CyberArk,Critical,Closed,Decide cultural might growth.,Permission Missing,54.0,True,Saturday,13
3185,2025-06-04 20:31:43,2025-06-05 20:31:43,Batch Job,Control-M,High,Closed,My story upon fall development likely fill.,Database Timeout,24.0,True,Wednesday,20
3186,2025-06-01 18:28:38,2025-06-03 16:28:38,Server Down,FDW_App1,Low,Closed,Gun oil responsibility impact avoid television.,User Error,46.0,True,Sunday,18
3187,2025-06-04 22:38:51,2025-06-07 18:38:51,Login Failure,Control-M,Critical,Closed,Allow tree whole.,Configuration Error,68.0,True,Wednesday,22
3188,2025-05-20 22:21:24,2025-05-21 10:21:24,Batch Job,FDW_App2,Low,Closed,Future serious grow clearly next.,Database Timeout,12.0,True,Tuesday,22
3189,2025-05-05 19:22:07,2025-05-07 06:22:07,Server Down,FDW_App2,High,Closed,Avoid eye foreign approach interview there.,Database Timeout,35.0,True,Monday,19
3190,2025-05-03 09:15:21,2025-05-06 00:15:21,Report Error,Control-M,High,Closed,Boy first travel against air parent break.,User Error,63.0,True,Saturday,9
3191,2025-04-28 06:00:10,2025-04-30 02:00:10,Server Down,CyberArk,Medium,Closed,Community data particular each threat bank.,Database Timeout,44.0,True,Monday,6
3192,2025-05-16 04:37:13,2025-05-16 14:37:13,Login Failure,Control-M,High,Closed,Sense accept fire ahead perform as occur.,Database Timeout,10.0,True,Friday,4
3193,2025-05-22 11:27:06,2025-05-22 20:27:06,Batch Job,FDW_App2,Low,Closed,Across subject role language believe side.,Permission Missing,9.0,True,Thursday,11
3194,2025-05-19 13:39:13,2025-05-21 01:39:13,Access Issue,CyberArk,Medium,Closed,Team much miss want win concern such.,Unknown,36.0,True,Monday,13
3195,2025-05-16 04:35:54,2025-05-18 09:35:54,Batch Job,CyberArk,Critical,Closed,Student fine spend able test.,User Error,53.0,True,Friday,4
3196,2025-04-14 15:07:24,2025-04-14 17:07:24,Access Issue,Report_Portal,Medium,Closed,Fine right church street possible TV series.,Unknown,2.0,False,Monday,15
3197,2025-04-08 04:09:12,2025-04-08 12:09:12,Batch Job,Control-M,Low,Closed,Something degree charge him national.,Permission Missing,8.0,False,Tuesday,4
3198,2025-05-03 09:38:26,2025-05-03 20:38:26,Login Failure,CyberArk,Medium,Closed,Might appear break some.,Configuration Error,11.0,True,Saturday,9
3199,2025-04-08 14:37:40,2025-04-10 03:37:40,Login Failure,CyberArk,Critical,Closed,Himself chair stand budget after.,Configuration Error,37.0,True,Tuesday,14
3200,2025-05-04 07:48:15,2025-05-07 03:48:15,Login Failure,FDW_App1,Medium,Closed,Remain cut later.,Unknown,68.0,True,Sunday,7
3201,2025-05-16 10:41:04,2025-05-16 11:41:04,Access Issue,Report_Portal,Low,Closed,Later popular high education voice country kitchen.,Unknown,1.0,False,Friday,10
3202,2025-05-26 22:04:50,2025-05-28 16:04:50,Access Issue,Report_Portal,Medium,Closed,Evidence fear summer have each turn.,Configuration Error,42.0,True,Monday,22
3203,2025-05-13 14:16:36,2025-05-15 18:16:36,Report Error,FDW_App1,Low,Closed,Few how significant skill.,Database Timeout,52.0,True,Tuesday,14
3204,2025-05-16 04:24:56,2025-05-19 00:24:56,Login Failure,FDW_App1,Low,Closed,Cause think them seem major.,User Error,68.0,True,Friday,4
3205,2025-05-05 03:44:52,2025-05-07 23:44:52,Report Error,FDW_App1,High,Closed,If owner however rich down far fall.,Network Glitch,68.0,True,Monday,3
3206,2025-05-05 21:18:26,2025-05-08 05:18:26,Login Failure,Report_Portal,Low,Closed,Inside economy thought hour indicate.,Configuration Error,56.0,True,Monday,21
3207,2025-05-12 12:06:21,2025-05-13 06:06:21,Report Error,CyberArk,Medium,Closed,Produce send film federal current manager bed.,Unknown,18.0,True,Monday,12
3208,2025-04-21 00:12:21,2025-04-23 09:12:21,Access Issue,CyberArk,High,Closed,Piece perform ever claim.,Permission Missing,57.0,True,Monday,0
3209,2025-05-19 09:20:29,2025-05-21 00:20:29,Batch Job,FDW_App1,Low,Closed,Trial suddenly partner check agency summer.,Network Glitch,39.0,True,Monday,9
3210,2025-06-04 00:39:00,2025-06-06 18:39:00,Batch Job,Control-M,Low,Closed,Already space fine strong environmental which figure rich.,Permission Missing,66.0,True,Wednesday,0
3211,2025-05-02 18:52:23,2025-05-03 08:52:23,Server Down,Report_Portal,High,Closed,Woman admit along already fall.,Database Timeout,14.0,True,Friday,18
3212,2025-04-26 05:41:50,2025-04-26 08:41:50,Login Failure,Report_Portal,High,Closed,Term put toward study under economy if.,User Error,3.0,False,Saturday,5
3213,2025-05-05 08:08:19,2025-05-07 02:08:19,Server Down,FDW_App1,Medium,Closed,Herself discuss relate nature.,Network Glitch,42.0,True,Monday,8
3214,2025-05-21 12:31:41,2025-05-23 00:31:41,Server Down,FDW_App2,Critical,Closed,Trip stand begin hand into debate real.,Permission Missing,36.0,True,Wednesday,12
3215,2025-04-25 21:52:01,2025-04-26 11:52:01,Report Error,Control-M,Medium,Closed,Entire might system section we senior.,User Error,14.0,True,Friday,21
3216,2025-05-17 00:37:07,2025-05-19 00:37:07,Login Failure,FDW_App2,Critical,Closed,Rise three money say two read you.,Database Timeout,48.0,True,Saturday,0
3217,2025-05-17 03:06:40,2025-05-18 06:06:40,Access Issue,Report_Portal,Critical,Closed,Deal along industry take large everything strong.,User Error,27.0,True,Saturday,3
3218,2025-04-23 01:26:45,2025-04-24 17:26:45,Batch Job,FDW_App2,Medium,Closed,Couple carry much start leader difficult.,Unknown,40.0,True,Wednesday,1
3219,2025-05-16 20:02:27,2025-05-18 13:02:27,Access Issue,FDW_App1,Medium,Closed,Because natural collection.,User Error,41.0,True,Friday,20
3220,2025-05-29 07:54:07,2025-05-29 22:54:07,Login Failure,CyberArk,Low,Closed,Evening truth officer.,Configuration Error,15.0,True,Thursday,7
3221,2025-06-02 18:12:24,2025-06-04 12:12:24,Report Error,CyberArk,Low,Closed,Team major foreign experience remember good trip.,User Error,42.0,True,Monday,18
3222,2025-05-08 18:14:09,2025-05-09 13:14:09,Access Issue,Control-M,Low,Closed,Foreign house you person including.,User Error,19.0,True,Thursday,18
3223,2025-06-05 09:21:38,2025-06-07 04:21:38,Login Failure,FDW_App1,High,Closed,Computer color maintain sure available purpose.,Network Glitch,43.0,True,Thursday,9
3224,2025-04-25 11:54:00,2025-04-28 05:54:00,Batch Job,FDW_App1,Medium,Closed,Sure cut phone capital action it.,Configuration Error,66.0,True,Friday,11
3225,2025-04-11 09:01:06,2025-04-12 12:01:06,Report Error,FDW_App2,Medium,Closed,Expect where nature fire including.,Unknown,27.0,True,Friday,9
3226,2025-05-14 22:53:46,2025-05-15 11:53:46,Access Issue,CyberArk,Low,Closed,Serve tax seat author.,Configuration Error,13.0,True,Wednesday,22
3227,2025-04-19 07:11:00,2025-04-20 20:11:00,Login Failure,Report_Portal,Medium,Closed,National mean tonight often prepare cause behind impact.,User Error,37.0,True,Saturday,7
3228,2025-05-14 23:07:02,2025-05-16 01:07:02,Login Failure,FDW_App1,Medium,Closed,Measure far car where threat.,Permission Missing,26.0,True,Wednesday,23
3229,2025-04-21 13:26:03,2025-04-22 01:26:03,Login Failure,FDW_App1,Critical,Closed,Woman answer section range.,Configuration Error,12.0,True,Monday,13
3230,2025-05-06 21:56:09,2025-05-07 18:56:09,Access Issue,CyberArk,Low,Closed,Song under despite source concern show worry.,Unknown,21.0,True,Tuesday,21
3231,2025-04-20 19:00:07,2025-04-22 03:00:07,Access Issue,FDW_App2,High,Closed,Nature response what too.,User Error,32.0,True,Sunday,19
3232,2025-04-19 08:23:40,2025-04-21 05:23:40,Login Failure,CyberArk,Medium,Closed,Agent other although game catch appear risk according.,Unknown,45.0,True,Saturday,8
3233,2025-05-25 22:54:40,2025-05-26 02:54:40,Server Down,Control-M,High,Closed,Teach major charge case might machine wife.,Permission Missing,4.0,False,Sunday,22
3234,2025-05-06 17:53:33,2025-05-09 09:53:33,Report Error,Control-M,Critical,Closed,Set quite do soldier of.,Configuration Error,64.0,True,Tuesday,17
3235,2025-05-28 10:24:01,2025-05-28 21:24:01,Access Issue,CyberArk,Low,Closed,Low manage might try.,Network Glitch,11.0,True,Wednesday,10
3236,2025-04-17 05:39:42,2025-04-17 12:39:42,Login Failure,CyberArk,Low,Closed,Follow game prevent smile century those.,Configuration Error,7.0,False,Thursday,5
3237,2025-04-15 03:19:55,2025-04-17 09:19:55,Server Down,FDW_App1,High,Closed,Always there expert treat save offer.,Database Timeout,54.0,True,Tuesday,3
3238,2025-06-01 00:04:11,2025-06-03 01:04:11,Report Error,FDW_App2,Low,Closed,Test finish woman choose.,Unknown,49.0,True,Sunday,0
3239,2025-04-23 20:56:16,2025-04-25 23:56:16,Report Error,FDW_App2,High,Closed,Example cut six.,Database Timeout,51.0,True,Wednesday,20
3240,2025-04-09 06:05:26,2025-04-11 23:05:26,Report Error,Report_Portal,Low,Closed,Agreement determine lawyer guess.,Database Timeout,65.0,True,Wednesday,6
3241,2025-05-19 09:32:02,2025-05-20 14:32:02,Batch Job,Report_Portal,Medium,Closed,Career degree sometimes any nothing everybody least.,User Error,29.0,True,Monday,9
3242,2025-05-27 12:00:37,2025-05-29 13:00:37,Report Error,Report_Portal,High,Closed,There office institution.,Configuration Error,49.0,True,Tuesday,12
3243,2025-05-30 03:44:04,2025-05-31 17:44:04,Server Down,FDW_App2,Critical,Closed,Role our response own treat.,Permission Missing,38.0,True,Friday,3
3244,2025-04-15 22:03:14,2025-04-17 20:03:14,Report Error,Control-M,Medium,Closed,Both ready along technology claim or single.,Database Timeout,46.0,True,Tuesday,22
3245,2025-05-30 21:15:26,2025-05-31 20:15:26,Report Error,Report_Portal,Low,Closed,Public ago appear nice.,Database Timeout,23.0,True,Friday,21
3246,2025-04-18 18:54:58,2025-04-20 13:54:58,Access Issue,CyberArk,Low,Closed,Court defense know account believe.,Permission Missing,43.0,True,Friday,18
3247,2025-04-19 11:14:16,2025-04-20 07:14:16,Login Failure,Report_Portal,Medium,Closed,Believe arm heart.,Permission Missing,20.0,True,Saturday,11
3248,2025-05-17 05:48:15,2025-05-18 13:48:15,Report Error,Control-M,High,Closed,Two data fear lose bar hope community.,Configuration Error,32.0,True,Saturday,5
3249,2025-05-18 12:41:24,2025-05-20 02:41:24,Server Down,FDW_App1,Low,Closed,Main never never add back fact everybody.,User Error,38.0,True,Sunday,12
3250,2025-04-22 08:50:57,2025-04-22 12:50:57,Report Error,Report_Portal,Low,Closed,Hotel room trip continue yard environmental.,Unknown,4.0,False,Tuesday,8
3251,2025-04-11 11:42:31,2025-04-13 15:42:31,Batch Job,FDW_App1,Low,Closed,Group value method policy year four above.,Configuration Error,52.0,True,Friday,11
3252,2025-04-18 12:40:49,2025-04-19 00:40:49,Server Down,Report_Portal,Low,Closed,Policy single successful western.,Permission Missing,12.0,True,Friday,12
3253,2025-06-05 19:50:12,2025-06-08 16:50:12,Batch Job,Report_Portal,Medium,Closed,Significant save party themselves yes full doctor bad.,Unknown,69.0,True,Thursday,19
3254,2025-05-02 00:36:38,2025-05-04 02:36:38,Access Issue,Report_Portal,Low,Closed,Figure a Mr quickly despite leg.,Permission Missing,50.0,True,Friday,0
3255,2025-05-22 13:28:46,2025-05-22 22:28:46,Server Down,Control-M,Low,Closed,Factor five amount seat political.,Unknown,9.0,True,Thursday,13
3256,2025-04-10 07:30:46,2025-04-12 18:30:46,Access Issue,Report_Portal,Medium,Closed,Great ground even.,Database Timeout,59.0,True,Thursday,7
3257,2025-04-20 00:49:37,2025-04-22 04:49:37,Server Down,FDW_App1,High,Closed,Participant choice collection represent force.,User Error,52.0,True,Sunday,0
3258,2025-04-14 13:43:40,2025-04-17 00:43:40,Server Down,Control-M,Medium,Closed,Seem young position keep whether authority.,User Error,59.0,True,Monday,13
3259,2025-04-24 20:50:00,2025-04-25 00:50:00,Report Error,Report_Portal,Critical,Closed,Win service effort line rate by.,Permission Missing,4.0,False,Thursday,20
3260,2025-05-14 04:27:11,2025-05-16 08:27:11,Server Down,FDW_App2,Critical,Closed,Kid third just apply interest recognize.,Configuration Error,52.0,True,Wednesday,4
3261,2025-05-12 14:11:37,2025-05-14 01:11:37,Server Down,FDW_App2,Medium,Closed,Fire south interesting.,Unknown,35.0,True,Monday,14
3262,2025-05-14 17:24:26,2025-05-16 10:24:26,Access Issue,Control-M,High,Closed,Choose so you wear manager there.,Network Glitch,41.0,True,Wednesday,17
3263,2025-06-06 04:43:31,2025-06-06 13:43:31,Report Error,Control-M,Critical,Closed,Someone tell those.,Database Timeout,9.0,True,Friday,4
3264,2025-04-25 06:22:25,2025-04-25 13:22:25,Server Down,CyberArk,Medium,Closed,Rock account morning per discuss remember.,Configuration Error,7.0,False,Friday,6
3265,2025-05-19 12:15:10,2025-05-19 17:15:10,Server Down,FDW_App2,High,Closed,Despite tough property sing shake wrong process.,Unknown,5.0,False,Monday,12
3266,2025-04-22 01:00:03,2025-04-22 18:00:03,Login Failure,FDW_App2,Critical,Closed,Data seven source hand million American.,User Error,17.0,True,Tuesday,1
3267,2025-04-08 20:43:25,2025-04-10 18:43:25,Access Issue,CyberArk,Low,Closed,Thing low might again top.,Network Glitch,46.0,True,Tuesday,20
3268,2025-04-28 04:19:14,2025-04-30 18:19:14,Batch Job,CyberArk,Low,Closed,Firm industry fill carry.,Network Glitch,62.0,True,Monday,4
3269,2025-04-24 21:37:26,2025-04-25 02:37:26,Login Failure,Control-M,Low,Closed,Own there physical others section.,Permission Missing,5.0,False,Thursday,21
3270,2025-05-15 02:29:23,2025-05-17 04:29:23,Batch Job,Report_Portal,Medium,Closed,International far avoid look.,Network Glitch,50.0,True,Thursday,2
3271,2025-04-14 16:15:52,2025-04-14 21:15:52,Report Error,CyberArk,Critical,Closed,Leg everything fight.,Unknown,5.0,False,Monday,16
3272,2025-04-12 22:05:36,2025-04-15 16:05:36,Access Issue,FDW_App1,Medium,Closed,Exist the take unit test I body.,User Error,66.0,True,Saturday,22
3273,2025-04-20 08:20:07,2025-04-22 18:20:07,Access Issue,Report_Portal,Low,Closed,Everything box class make school.,User Error,58.0,True,Sunday,8
3274,2025-06-01 06:00:00,2025-06-03 01:00:00,Server Down,Report_Portal,Medium,Closed,Beautiful glass parent wonder off movement call myself.,Permission Missing,43.0,True,Sunday,6
3275,2025-05-11 12:30:24,2025-05-14 04:30:24,Access Issue,FDW_App1,Low,Closed,Think establish treatment sell result his floor.,Unknown,64.0,True,Sunday,12
3276,2025-05-12 12:56:53,2025-05-14 04:56:53,Login Failure,CyberArk,Medium,Closed,Back very pick evidence space class read.,Database Timeout,40.0,True,Monday,12
3277,2025-04-30 08:34:08,2025-05-02 17:34:08,Login Failure,CyberArk,Medium,Closed,Southern level too tell.,Configuration Error,57.0,True,Wednesday,8
3278,2025-05-28 16:51:31,2025-05-31 12:51:31,Server Down,FDW_App2,Low,Closed,Garden red school particular history dream join.,Database Timeout,68.0,True,Wednesday,16
3279,2025-05-02 23:05:20,2025-05-05 09:05:20,Report Error,FDW_App1,Low,Closed,Above know cold officer week peace should.,Permission Missing,58.0,True,Friday,23
3280,2025-05-05 04:06:23,2025-05-05 22:06:23,Batch Job,FDW_App2,High,Closed,Nor girl visit film.,Network Glitch,18.0,True,Monday,4
3281,2025-05-18 20:52:14,2025-05-19 02:52:14,Login Failure,Report_Portal,Medium,Closed,Professor yourself control.,Database Timeout,6.0,False,Sunday,20
3282,2025-04-19 04:36:15,2025-04-20 06:36:15,Access Issue,CyberArk,Low,Closed,Nor mouth hit stuff would adult.,Database Timeout,26.0,True,Saturday,4
3283,2025-05-17 07:57:20,2025-05-20 03:57:20,Batch Job,Report_Portal,Low,Closed,Point boy hit particular.,User Error,68.0,True,Saturday,7
3284,2025-05-20 00:04:33,2025-05-21 11:04:33,Server Down,FDW_App2,Critical,Closed,Collection security sense marriage magazine.,Permission Missing,35.0,True,Tuesday,0
3285,2025-05-25 17:35:14,2025-05-27 21:35:14,Report Error,Control-M,Low,Closed,Nice whom floor yard fire join.,Unknown,52.0,True,Sunday,17
3286,2025-04-12 03:41:49,2025-04-12 10:41:49,Login Failure,Report_Portal,Low,Closed,News open former according themselves PM these who.,User Error,7.0,False,Saturday,3
3287,2025-04-15 11:44:37,2025-04-17 21:44:37,Access Issue,CyberArk,Critical,Closed,Environment community issue its size down.,Unknown,58.0,True,Tuesday,11
3288,2025-04-25 14:29:03,2025-04-26 21:29:03,Server Down,Report_Portal,Critical,Closed,Blue anything machine.,Unknown,31.0,True,Friday,14
3289,2025-05-25 17:53:03,2025-05-26 22:53:03,Login Failure,FDW_App1,Low,Closed,Exist course protect live.,Configuration Error,29.0,True,Sunday,17
3290,2025-06-06 03:27:48,2025-06-07 23:27:48,Access Issue,FDW_App1,Medium,Closed,Far drive reveal name where crime.,Database Timeout,44.0,True,Friday,3
3291,2025-04-24 21:29:21,2025-04-27 13:29:21,Batch Job,FDW_App1,Low,Closed,Other third to simply expert fear ahead hundred.,Permission Missing,64.0,True,Thursday,21
3292,2025-05-07 08:55:56,2025-05-08 03:55:56,Access Issue,Report_Portal,Low,Closed,International hit house speak collection.,Configuration Error,19.0,True,Wednesday,8
3293,2025-05-01 14:53:15,2025-05-03 09:53:15,Login Failure,Report_Portal,Low,Closed,Politics heavy share carry business join.,Configuration Error,43.0,True,Thursday,14
3294,2025-05-21 17:23:47,2025-05-24 15:23:47,Access Issue,FDW_App2,Critical,Closed,Rule level tax left.,Network Glitch,70.0,True,Wednesday,17
3295,2025-06-01 12:46:03,2025-06-01 17:46:03,Server Down,FDW_App1,Critical,Closed,Western whole third pretty resource vote beautiful.,Configuration Error,5.0,False,Sunday,12
3296,2025-06-06 02:19:55,2025-06-08 09:19:55,Login Failure,CyberArk,Low,Closed,Many tough could.,Database Timeout,55.0,True,Friday,2
3297,2025-05-24 06:03:42,2025-05-25 06:03:42,Access Issue,Report_Portal,Low,Closed,Either personal adult lawyer relationship white lose become.,Permission Missing,24.0,True,Saturday,6
3298,2025-04-15 06:26:16,2025-04-15 20:26:16,Login Failure,FDW_App1,Medium,Closed,Might join under.,Permission Missing,14.0,True,Tuesday,6
3299,2025-05-08 04:46:17,2025-05-10 19:46:17,Server Down,FDW_App1,Medium,Closed,Activity return black it.,Network Glitch,63.0,True,Thursday,4
3300,2025-06-04 14:57:39,2025-06-06 05:57:39,Login Failure,CyberArk,High,Closed,Claim collection might door cover.,User Error,39.0,True,Wednesday,14
3301,2025-04-16 12:41:24,2025-04-17 22:41:24,Batch Job,Report_Portal,Low,Closed,Southern consumer role brother.,Unknown,34.0,True,Wednesday,12
3302,2025-05-02 05:39:54,2025-05-04 16:39:54,Login Failure,Report_Portal,Low,Closed,Detail think wife well.,Permission Missing,59.0,True,Friday,5
3303,2025-06-01 04:15:11,2025-06-01 20:15:11,Server Down,Control-M,Low,Closed,Actually always several voice.,Configuration Error,16.0,True,Sunday,4
3304,2025-06-02 10:04:26,2025-06-04 17:04:26,Access Issue,FDW_App1,High,Closed,Drug draw low parent center exactly.,Database Timeout,55.0,True,Monday,10
3305,2025-05-02 23:28:39,2025-05-05 13:28:39,Login Failure,Report_Portal,Medium,Closed,Turn day camera son stock.,User Error,62.0,True,Friday,23
3306,2025-04-12 23:06:48,2025-04-13 04:06:48,Access Issue,Report_Portal,Low,Closed,Effect require create letter.,Permission Missing,5.0,False,Saturday,23
3307,2025-05-30 23:58:30,2025-06-01 00:58:30,Login Failure,Report_Portal,Medium,Closed,Wife behavior quickly seek instead.,Unknown,25.0,True,Friday,23
3308,2025-04-30 10:43:10,2025-05-01 00:43:10,Server Down,FDW_App2,Medium,Closed,Girl quality religious system act blue only.,Database Timeout,14.0,True,Wednesday,10
3309,2025-05-18 22:18:06,2025-05-19 18:18:06,Server Down,Control-M,High,Closed,Case election stay suddenly draw recognize really.,User Error,20.0,True,Sunday,22
3310,2025-04-19 19:17:58,2025-04-22 06:17:58,Report Error,FDW_App2,Critical,Closed,Behavior like majority may remain can.,User Error,59.0,True,Saturday,19
3311,2025-05-06 13:44:46,2025-05-08 16:44:46,Access Issue,FDW_App1,Low,Closed,Concern yeah woman control.,User Error,51.0,True,Tuesday,13
